label,comments
1,Gonkkay Neeni moogiiganawu bessiya asa laafay
1,Gawuxeenay
1,Ha musay 
0,xossi imo ta ishawu
1,xaya hagaappe
0,Hashshu saro yiideta tayenato
0,xosso woraabi niyo 
0,Saro giditte
0,Iitay bochchoppo ta naata 
1,Ha mullaacawu niyo  wozanay  ottenneye 
0,Aymalee taayee nawu 
1,ha gooyiyagee 
1,Goshoshshay
1,Musay haakka ne 
1,Jallay ne bawu tana ayba iitay 
1,qinaccayi supayi
1,suppatti xosayi intena shodo
1,buqqati dulliyape shiya quccitte koyiro
1,gufanayi haka neni
1,wurqquuqayi ne suntta xaafiyoogaa erra
1,tunayi xosayi nena nu bollape shodo
1,Guxune 
1,buqqaa buqqaa kanche awuppe yidona hagetti
1,xiriqayi co bidopa ya ba
1,Godariya milatiyage
1,Decopa xosayi nena dichopo
0,Xossay  inttiyo akeekaa immo nu laggetoo
1,Tumu mizza maata ma
1,Xoossay  inttena harggiyan gatto ha qitatoo
0,Ammanoy  harabaara gayttenna
0,Asa ammanuwa bochchoppite
0,Xoossi dosennabaa hanoppite
0,Nagaran guutti baawa
0,Yo'o ubban Xoossi inttiyo akeekaa gujjo 
0,Wozana dooyo Xossay  inttiyo taawatoo
0,Xeelliiddi aybissi nagaran geleetii?
1,Hagaassi kacee baawappe attin miizza mala 
0,Biittan palabay kiyiichchiis ha taani intteppe naagabeykke
1,Laa hagaappe miizzay keha ashwa miyogee
1,Ha buuqay awudeppe doommidi hagaadan hanidee?
0,Laa ayba palabaa siyanawu attidoo
1,Mayxu kanaa milatiyagee haakka!
0,Hayyanaa tayshay Xoossay niyo anjjuwa darisso
0,Ambbiya daro dicciyo qaadaynne imotati de'iyo Ambba
0,Hagee aybaa giiddi diishsha naatoo…
0,Ambbatu dichchaa ellellissanawu miishshaa shiishshiyo oosuwa tishshatettan oottoos
0,Issi issi Allaanaa Gandda heeratikka lo''o qaaxxiiddi de'oosona
1,Tumu moohoy….
1,Musayi….
1,Kanay  intena intte eerey wolayttatoo
0,Sooddo Ambbay ha  ooso layttan tammu miilooneppe bolla  biraa shiishshanaassi halchchettidi oosettiyogaa Ambbaa Kanttifay qonccissidosona
0,Hegaassi akeekaa cuccunttiyonne  denttettiyo oosuwa kasetidi oottidoogakka  erissiis
1,Yeechchay
0,Ambbaa aysuwan miishshaa shiishshiya x/keettaa kaalettiyageeti Wogetaa eraadooniya ziiriyassi qonccissidosona
1,Yeellay
1,Ne aayiyo goday mehe kesso cinashshee nay
1,Miizzee nay
0,Hachchi miichchadasa tana anjjettashsho
0,Xoossi atto go niyo wozana immo
0,Asa sinttan sabissiya oosuwa oottana bessaasa
1,Ha pattennabaa gishshawu Xoossaa kadday Haakka ne guuttay
1,Biitta ma ne guuttay ha  pattenaban asaara ooyettay
0,Ne wozanay suurebaa qoppo
0,"Saluwane sa""a medhdhida Xoossay nebaa be'o"
0,Medhdha Xoossawu niyo hoola he aaway awude hayqqidee?
0,Xoossoo nebay tuma 
1,Dorssay
1,Halqqumay
0,Ne doona naaga  ta michchee
0,Nu kunddettaa  miiccida morkketi xeelishin nu bonchchetida
1,Ha santtawu coo  hasayoppa xinqqiyagee
1,Arakka asaa afuttay inttena oyochanawu dees
1,Madaabbariya wuuqqidi bayzzida  kaysota hageeta be'ite
1,Kaysuwaara miyogeenne wuqqiyogee issi mala 
1,Wuuqqiya asawu wurisettay  kawushatetta 
1,Inttena Xoossay oychcho kaysoy wuuqqidi biichchin aybaa biddeetii
0,Wuuqqi eriyay malaati goozees
0,Hashshukka Xoossay galatetto
0,Kawoy qanxxo kushee alleeqo giida
1,Hay intte sohuwappe goodettideta shin intte baatta uluwa waatuuteetii
1,Ulluwa kunttiyogappe attin  haraba  intte ay ereetii
0,"Xoossay  ubbaa oosuwakka  be""ees  aykkobaa"
0,Hegee  ubbay eriyo tuma Xoossay  tuma pirddanawu dees yayyoppite
0,Inttena Xoossi maaddo taani giyobinne  baawa
1,Laa ayssi hagaa mala laafabaa haneetii?
0,Gattennaban  geloppite ubbaykka tuma eriyay Xoossa xalaala
1,Asaa tumaa tucciyageetu bolli Xoossay pirddo
0,Yelagata Xoossay iitaappe  naago 
0,Laa asi aggite giikko siyite wayissoppite
0,Nu ubbawukka aybippenne saroy keha
0,Oychchiyobay diikkokka maara oychchite sugettoppite
0,Aggite yelagatoo akeekite cima asaakka siyite
0,Xoossi bariya anjjikko nuuni darobaa be'ana deettees
0,Minnidi oottikko diccida biittatuura annaacettana danddayoos
0,Azzallatettaa nu biittaappe xayssoos
0,Issipetteta minttidi  oduwappe oosuwan bessoos
0,Xossay nuna  nu naatu  ayfiya gattidi besso
1,Kawuyanawu eqqidi coo jaamees ha na'ay
0,Ayssi bessennabaa haneetii aggite giidi shoobbikko siyiigekketii
0,Ixxaas guussay oonanne maaddenna
1,Ne uluwa kunttanawu woxxaasa gidikkii ha kaysuwawu
1,Ne aayee gediya nu gulbbataappe qanxxi olana
1,Neeni aybissi coo  bidday  nena siyiyabi  baattennee
1,Kawoy baynna biittan deettees Xoossi nu tumaa kesso
1,Maccaasawu ayba wolqqi dii etaara warettanawu
0,Palabay pachchi
1,Looxee bitaniya miishshaa wurssidi wuuqqiis haakka iitay
0,Oge doonan namisettiyageeta xeellaydda booppa
1,Ogiya ootissanawu moodettida miishshaa wurssidi miichchidosona kawo kaysoti
1,Xoqqa kawo maatawa gididi kawuwanne deriya miishshaa balibakkidi xayssiyogee michchees
0,Xoosso nu naatu dichchaa hadaraa neeni ekka eta iitaappe gentta
0,Ayba pala wodiyan kiyi wodhdhidoo Xoossoo nuussi ne kehatettaa darissa
0,Xoossoo nuna ne qol''on qotta hadara
0,Minnidi Xoossaa woossanawu kosheshiya  wode
1,Indday injjetibeenna gees iita imattay
0,Xoossoo ne akeekaa imma nu deriyaassi
0,Xoossoo ne hanqquwaappe nu ashsharkkii hadara
0,Ma ma gay biitti mezees giida
0,Saruwa immida Xoossay galatetto
0,Gaanay diishin gayttay miiccees
0,Waanay neegaa demmidaagoo porikkii neegaa simi waatanee
1,I meto asa gidiyogaa hachchi eray?
1,Laafaara zoorin xadeera aattees
0,Meenna qumi sawo iita
1,Laa ha woocettay woygiiddi dii?
0,Xalahee xiskkido wodiyan shiishshaychchadasa neero zin''aagada ma simi
0,Xoossoo nuussi ne xomoosoy yo
0,Luxettay era ubbawu pultto
0,Haakka gin haa dares hagee na'ay ayba darissii?
0,Neeni aybissi etappe duuxxikkii?
1,Nebaa poora qoo'ettada gakkadii?
0,Ha mooqqoy ikka barina asa giidi asa cayii?
0,Wolaytta wogaa maayoy saapho
0,Bari bayra bonchchennay aas bayrawu hade tookkees
1,Ayfiyaara wora xeelliyari na'ay sirphphi ga haasayoppa
0,Ooso wodiyan awu bay?
0,Taani hachchi aybaa oottidanaa?
0,Oottanawu dosennay mooppo gees Xoossaa qaalay
0,Hashshu ha gallassawu saro gattees!!
0,Xoossi immo niyo tayshawu
0,Dicca tamichchiya sinttawu kiya
0,Woraabi tayshawu tuma wolaytta  nena
0,Dicca ta ishay anjjetta
1,Miizzay  hagee bar miizzatettaa bessees
0,Saloy kiitetto niyo  diccaychcha
1,Loyttada  yoota ha barina erenna miizzawu
1,I  aybakka tamaaribeenna kifiliya coo qoodiis
0,Asa cayiiddi meqettaa aanisaa bochchiyogee iita meeze
0,Anjjetta tayenay  niyo saroy daro 
0,Diccite laa intte na'I hiyyeesoppo
1,Dorssiya aybissi yeekkay
1,eccere co wasopa xorikoyi
1,puyinayi diccenani casha hasayoppa
1,subunayi nenika nena asa gada hasayayi
1,uruqqayi
1,xinigile nati eccere olla gidope kiyidaga malateta
1,mullicayi ne dulliyan diya shiya qucca sima
1,bulalayi haka neni
1,wurquqayi bitta ma neni
1,Gusoyi nenika asa bollan hasayayi 
1,woqayi wasoppa co gada
0,"lo""eeta gooppa asa ayfeppe attite"
0,Xoossi dichcho ta naata kiitettideta
0,Deriya anjjoy halennan gakko inttena
0,Dichcho xoossay  nu dere naata
0,"Anjettite,"
0,aakkite ayfite
0,Dicca zawa gakka ta na'iya 
0,Dicca tayshay  ciishshadan  shacca
1,Goochchoorippe goyroora pala giida
1,Ne malaa Xoossi yelo moosida urawunne immoppo
1,Ha xorkkoy aseeyye mehee?
0,Dicca  dicca cima asaa anjjoy halennan gakko nena
0,Yiiratoo hashshu saro yeeta
0,Duuxawu  abba  saro yaasa
1,neni ayibaka madaka assa sunta co gara morofa
1,Neeni maaddiya asa gidakka
1,Neeni maccaaseeyye ayba doona daray?
0,Mooridobi diikko maara zorikkii aybissi doona daray
0,Xoossoo hadara ha iita layttaappe nuna pintta kessa
0,Ane ha ooyettida nu so naata sigetissoos
0,Galatoos tuma daroppe ufayssiyabaa oottadasa 
0,Tuma xayadasa
0,diccasu tuma hashshu saro yaasa
0,Xayadasa
0,Eta garssan ixuwa xayssidi siiquwanne sigaa medhdhoos
0,Aggite tayshatoo asa nawu bonchchoy naa''u bagga giida
1,Ha kaneenaatoo aggite intte doonaa qaxxarite
0,Worddotikko Wolaytta Xoossay inttena yeddenna
0,Tumabaa hanite ta naatoo biittay wordduwa dichchenna
1,Ha miizzatoo asa bollan coo haasayoppite
1,Intteppe kanay keha bari godaa eriyagee
1,Intte mala yeellayiya yeletay yelettoppo
1,Nena Xoossay xoqollo nu heeraappe
0,Waanay tuma xayadasa aybi kehee?
0,Hashshu saro yiideta
0,asa xayadi aybissi kayyottay?
0,Danddayaasa
1,Intte diyoosan saroy baynnaageeti wurite
1,Laa intte gita asa gidekketii qeeri naatudan aybissi haasayeetii?
1,hariya na'ay 
1,Haakka ne dummee nay 
1,Buqqayi
1,gisilayi wasopa wurquqayi
0,"Naatoo inttessi lo""o kanddoy diikko asa ubbay anjjees"
1,Huphiyara beqeqqatussi keehippe zoriya koshshees
1,Neeni asa hayttan  cabbottoppa combbiinay
1,Neeni kayso gidennan aggakka qamma bilahe aybissi coo yuuyay
1,Siya ooso olli ixxo gaada muussa xallawu zoo'attada yuuyoppa
1,Soo bocciya kanaa gidada so xuuraa kare laaloppa 
1,Ha cinashshee nay  awuppe yiidee qassi xaya hagaappe
1,Xinqqaasa gooppa seege seege gaasa 
1,Buuqqay taakko shiiqoppa
1,Cinashsha malatiyagee
0,Xoossawu ha ne kiisiyan tuccida marccoy nebee?
0,I nu sunttaa mooriiddi  diyo gishawu kawotettaa seeran oyshettana bessees
0,Kaysuwa qonccissite qosoppite
1,Laa waanay bussunnada yeellayiyaagee
0,Ane shemppada  uttaaga
0,Neeni ay oottada aqay?
0,Hashshu waanuutee yaatin?
1,Curqqay nena gidikkii?
0,Asa coo cayoppikki yaatin  suure yootikkii
1,Zine suuqiyappe aybaa aybaa wuuqqadii ane taassi oda
0,Xoossoo ha iita layttaa laamma
0,Asa ubbaa issippe gaattada coo pirddoppa 
0,Iita asay diyogaadan lo''o asaykka dees
1,wuwuyi camayi xiniqesi nege
1,Kayisuwa madiyaara ne ne huuphen kayso
1,Hagee  aybaa  malatii curqqay
0,Tuma anjjetta tamichche niyo zaree kiyo
1,Hagee hassayape  attin ooso oottenna kokkay
1,Laa waanay bullaalada ne sinttay shicci erenneeyye
0,I  nena mulekka agganawu deenna
1,Hagee waani Markkaatto kaysoy bullay
0,Aybanne  hanekketa asa coo manddoppite
0,Worddo  zuppee laalettana aynne maaddenna
0,I neenaara aybissi ooyettidee eesuwaara sigettiichchite
1,Hagee qassi awuppe yiidee samay
0,Woraabi Wogga Wolayttatoo  intte gita sheeshsha
1,Nena eridoo erennan aggidoo nuna ay maaddii? gissillay!
1,Sabbun  karettay taakko shiiqoppa ne tana shaallananne
1,Hagee qassi oonee geleshsho malatiyagee
1,Gasulleenay cooga ta nena demmana
0,Hagee coo gitatidee asaa ayo wani cayii?
0,Haakka iitay ha na'iyo oonee qoo'iday
1,Ha guuttay ayba asee xeellanawu shorennaagee
1,"Xoona na""atoo  gaydda Wolaytta bayzza wurssida  palay "
0,Ubba gaydda diikke mooridaageetu bollan haasayaasa
0,"Ha""ikka neeni asa cayaydda daasa hagee lo''o gidenna"
1,Samay  asaa koyrottada bochchennan bochchoppa
1,Neeni guxuniyaappekka guuxxaasa asa bolli darissoppa
0,Tuma nuuni kawuyyida hegaa gidikko haakko iitay
0,Ha neeni haasayiyobay tana malatenna
0,Laa deree ha ubbabaa awuppe shishshadii neeppe waanooshsha!
0,Laa nebay tana daroppe malaalees ubbankka minna ane
1,Wuuqqada eheennan aggakka ha kayisuwawu bullay!
0,Ta gomppatoo eti dogikkonne xoossi dogoppo inttena 
0,Xilluwa yoota ane ha ubbaa awuppe demmadii?
0,Hageeta awuppe ehaadii?
0,Ha deriyawu ne haga ubba naata awuppe shiishshadi?
1,Galbbay koyro ne attumaagee oottada mizikkii!
0,Naata hagaadan coo midiyan yeddoppa
0,Xoossay ne daafuraa acuwa qanxxo yiillotoppa
0,Xoossi atto go inttiyo
1,Burchchiya nay haakka!
0,Laa neeni dicca Karen de’iyaa naatu wordduwaa qoncisso gishshawu!
0,Laa godawu waano tamarecce woqqiis naata xurumbada shishshadiyye.
0,Haga uba nata awajjada xeesadii?
0,"Wogay  ta na""a "
1,xoossi oychcho nena worddoy
0,Laa  nebay tana  ayba miicissii haakka ne
0,Heeraa naata waata demmadii?
1,Asasooppe naata wuuqqada ehaadasa gidikkii?
0,Baree gakkibeenna naata cimmidi asasoo gelissiyogee kawotettaa seeran xorgganissees
0,Ha ubbatuyyookka  aaway nena gidennan aggakka
1,Wurquqiya tana dereqqoppa
1,Saluwa ba ne awa baydda day qassi
0,Xoosso tana maara ta nagaraappe
0,Tana gakka paacee inttena gakkoppo
0,Neeni tumaa gaasa  tayshawu
0,Kaysuwa yeddenna xoona meqettay
1,Macca naatu biran kaamiya shammidaagee neeni kayso gidikkii?
0,oyshettana bessees
0,Wordduwa haasayopite xoossi dosenna
0,Xoossoo nu deriya  maara
1,Deree kaysuwa hagaa beyite
1,Kaysuwa kayso geennay bawu kayso!
0,Asi hegaadan waani hani xoossoo tana ekka!
1,Ha kayseenay  bawu cinashshappe kehenna
1,Ha  kaysoy  haakka  nu biittaappe
1,Kanssay biittaa ma ne asason qammanne gallassi zoo'ata yuuyoppa 
0,Taani ta wolqqan oottido miishsha tana aybissi diggay 
1,Kaneenay tana awankka demmakka
1,"Miizzee  na""ay  shuchcha ma ne ta biraa maana gaada hanay"
0,Xoossoo hadara nuussi ne sinttaa zaara
1,Ha wurqquuqay qassi awa biiddi diishsha
0,Hagee kumidaagee  awa giyay  ta ishawu
1,Xoossoo ha laafaa neeni digga
1,Haakka ha lafay  nena xoossi shoddo
1,Neeni cinashshee gaada aybissi  laafabaa hanay
1,Zaro hegaara shareechchuwaasoo gelanawu baadasa gidennee
0,Neeni qaxaniyogaa haykka aggabeykkii?
1,Nena malatennabaa neoottiyobay hagamalabaa tiktokiyan yedopppa godaree!
1,Kenkay ne de'o laytta ubban  laafabaa hanaasa pattennagee 
1,Ha tumu  haree ayba asee neeni 
1,Qaxanay xaya hagaappe
0,Hagee ayba mino asee zaree kiyo awu
1,Xorkkoy  ne maliyo hanaasa haakka
1,Neeni ayba bidintta asee diccoppa
0,Oppeekka daraasa ta ishaa gammuwawu
1,Makkalanchchay ne woni tawu kiitettay hayqqaychchaagee
0,Laa hagee aybee ta ishawu
1,Laa ta nena gita asa googaashin neeni hagaa mala asee?
1,Intte pattenna asa gidiyogaa eras
1,Geleshshooy  nenakka ne asa gaada haasayay
1,Gurbbay neeni bosan yosan asa coo cayay?
1,Cinashshay ne malay hayqqida  bawutaa mees wonikka 
1,Wurqquuqay ne maliyo hanaasa
0,naa''antto  hemettoppa
0,"Hegaa mala sohuwan na""antto bettoppa hegee niyo pokko"
0,"Keehippe lo""ees haraakka gujjada eha "
0,Lo''o asaa Xoossaykka asaykka doses
0,Sarotin sarotini ixxada badassa ba simi waatoo 
1,Laa  neekka Wolaytta cayay haakka cayettaychchidaagee 
1,Nenkka  cinashsha hano hanaasa cinashshappe kehakka
1,Xeesettennan aybissi koyay xaya hagaappe
0,Nena Goday anjjo ta ishawu 
1,Worddoy haakka ne pattakka 
0,"Be'a nenara mezmure lo""iyo lo""uwa yexxa coo gaada asa cayoppa"
0, Cashshay  xalahe kiita gidiyogaa era
0,Hege tuma ta ishawu neeni xello asa  anjjettashsho
0,Xoossay  anjjo nena tayee nawu
0,Ta ishawu xossay nenara gido ane minna!
0,commaydda uttaaga
0,Xoosay atto go  niyo erada hanakka ne
0,Yesuusaa  ha tiikkittookkee ehiyobaappe ashsha nuna
0,Taayee naatoo aggite cayettoppite
1,Musay haakka ne
1,Suuppe naati aybi gattii inttena
1,Intte aayee gediya mite
0,Laa agga nena medhdha Xoossawu yayya
0,Medhdha Godawu niyo  hoola
0,Woraabi wolqqaamawu minnashsho
0,Keehippe ufayssiis  ne haasayay tana 
1,Gufanay  neeni qassi aybaa erada haasayay
1,Zayroy koyro loyttada luxikkii paaciyan kunddanaappe
0,"Hagaa diccanawu hanay ha na""awu"
0,Niyo  Xoossay atto go ta ishawu
0,Dicciya naaoto aggite laa  itabaa hanoppite
1,Duge dicca ha wurqquuqawu
1,Guyye ya ha bidinttawu
0,Ne biran ceeqettoppa 
0, Biray xayees asay de'ees
0,Haya hayaa lekkee hayya
0,Xoosso saro peeshsha
0,Hashshu saro gattees 
0,Xoossoo saro shaachcha
0,Xoossoo tuma neeni ekka
0,Booray molshsha
0,Bayraa  bonchchiyogee  Wolayttawu woga
0, Cayiyaagaa cayada zaaroppa  
1,Diccoppa ha wooqawu
1,Wuuwuy nena be'anaappe awu booshsha
0,hage woyige qasi
0,Daradhan dabaaban puulattite
1,Kaneenay ne lonbbociina inxxarssaa ta niyo qanxxa olana
1,Kaneenay
1,Hariyanay  niyo issi wozanikka baawa
1,Hariyanay 
1,xinqqiyabaa neni
1,Ne doonaa shiishsha ane lonbbocaamee
1,Achchaara wooqay
1,Oosuwa otta bada zoo'attada coo yuuyoppa
0,Maxennay muxennan mittees gees nu asay 
0,Asabaa amottoppa ootta daafurada ne cawan bonchchetta
1,Asa miqqaynnoppa awunne gakkakka
1,Buuqay bullaalay  ne maliyo hanaasa
0,Anjjetta tayenay  niyo saroy daro 
1,Kokkay hegaa mala ekettenna haasayaa haasayoppa
0,Tayshawu coo haasayiyagoo neeni asa oonatetta erabaakka naagetta nena
1,He buuqati coo haasayiyogaa nuuni Siyokko 
1,buuqati
1,Ayfiyaara qishay demmoppo niyo
1,Neeni balibakkuwan demmido marccoy anjjettenna niyo
1,Nena xeellennanne bessenna go''aa hasoppa ane hawutaatay
0,Wolayttay woga sheeshsha worddokko oychcha siya 
0,Wolayttay woga
1,Wolaytti worddo giyaageetu oduwa siyoppa haakkona eti 
0,Tumaa kessanawu shemppoy shene gaada baxuuxa 
0,Awunne tumi naaqettiyo sohuwan eqqoppa
1,Wordoy
1,makkalay
0,Xoossi  immo niyo zaree kiyo ta qohuwa pattadasa
0,Xoossay haasaysees hagaa nena ne giidooro laammoppa
1,Oshay hagee muletookka asa moorees
1,Oshay
0,Xossawu hashshu nu olaa I olettiis
1,Laa ha shophphaara xinqqiyagee
1,Maayoy lo'ees shin achchaa meccaychcha ero?
1,Ne maayuwa meeccnna xorkkoy 
1,Dorssay neeni pattennaagaa be'aas
1,Dorssay
1,Doonaara yeechchay 
1,Bitay asa darkkon yuuyoppa
1,Cinashshay nena tanaara gattiyabikka baa
1,Cinashshay
0,Aayyiya nena yelu nu hayttaa kessadasa
1,Ha zayruwawu agga  shemppa
0,Xoona nawu gonddalliyan ceeqqa
0,"Wolaytta wogaa maayoy maayin  lo""ees"
1,Neeni ayba asa qofa ekkenna asee
1,Bidinttay asa cayiyoga essa!
1,Bidinttay
0,Eti saro gidiyoga aybin eradii?
1,Shiyay neeni erennabaa coo haasayaasa
1,Shiyay
0,Asa  coo cayiyogee nagara
0,xosso neni naga
0,saroy gido
1,ocee  neeni Wolaytta gidakka cimmoppa tana
0,Wolayttattuwa gamma erana xaykko eriyageetuppe meezeta
0,Wolaytto haasayaa bilanddoppa suure haasay  ta ishawu
1,Damma neeni mulenne Wolaytta gidakka
1,Ganddaappe  yaada asa cayay hayqqaychchidaagee
1,hayqqaychchidaagee
1,Neeni ne huuphe kayso worddoy
1,worddoy
1, kaysoy
0,Tumiyo  Xoossay nena anjjo tayshaa
1,Galbbay  nenkka coo  haasayaasa
0,Nenaara sinttawu taayeenawu
0,Hagee ane ay maaddii issi kawonne mizenna
0,Aayyiya yelu nena ta ishawu woraabi
1,Attuma na'i hagaa mala laafabaa hanenna
0,Laa  hagee macceyye attumee shaahettenna
0,"Kehippe daro lo""es intte hashetoy"
0,Malales hagaamalabay  tana
0,Hanaa Wolayttattuwa taappekka daruwasu 
0,Xoossay  intte ubbaa nagaraakka atto  go inttiyo
1,Wolaytta macca naata ooninne  zaarenna ne malla torimalliya xossay  nu bollaappe dentto
1, Ha tollocciya waanay
1,Xoossay  hageeta diggo intte gasuwan nu ubbay cayettida
0,Wogi baynna biittaa baadiiyye waanay shora xayada
0,Xoossoo nuna ashsha hanqquwappe
1,Mehiya  kanchchee coo giidi  asa bollan doonaa  doyees
1,Kanay  Xoossay  nena nu bollape shaakko
1,Wolaytta hayttay  bayiis nuna eti cayido gaasuwan 
1,Wolaytta naatoo wanetti kehipe ittesi issoy issuwa bonchiteppe attin  cayettopite
0,Issippetettaa duussaa xubbiyanne  qohiya meezeti allaanan teqettana mala kumetta cenggurssan maaciyogan kuuyyidi denddiis
0,"Wurssettan Kawo Koysha allaanaa zoreta keettay polido 6tto ooso layttaa 2tto gophphe konsoonuwan yeehuwan, bullachchan, anjjuwaninne dumma dumma shoratun tobidosona"
1,Goolixay
1,ha wurqquuqay
0,nuso nawu dicca
1,Ha kawushshee 
0,inttena iitay bochchoppo
0,Xoossay anjjo inttesoo
1,Udunxxee
1,Ha mehiyawu neeni miizzeeyye asee 
1,Doonaara hambbaacay 
1,mullccee nay  koyrottada ne mulccaa meecetta 
0,nena xosi anjjo keehippe nashettiya ooso oottadasa dicca taayeenay
0,taishato wolaytta Wogaa Geressan Yeletaappe Yeletawu Attanawu Ubbaykka Nuuppe Naagettiyabata ottana koshesi
0,Bonchcho imattata mokkidi moyssiyo saapho wogay dees Wolayttan tuma
0,taishawu ne wozanaa giddon diyaaro haasayadasa aybanne gujjabaakka
0,sigi lo''ottenne
1,Qiteenay pude shiishshada suure gixxa 
0,nuuni gayttido sohiyo haaya 
0,ubbasankka neeni daasa hekko
1,ha micuwawu qosettada aybaa oottay guxunee
1,qolcciinay ubbatookka coo haasayees
1,ha hariyawu wozanayi otteneye
1,niyaye gediya ma ha cinashe nayi
1,degelatta malatasa nenika gidena agaka
1,cinasha gidiki woni co hasayanawu niyo tuma
1,ne ogiya xosayi gorido ha tunee
1,ha kaniya woyigayida dayi xoso neni asha
0,Xoossaayi bonchcheto
1,guuttay
0,ubbatakka masqqalaa baaliyawu   hashshu gattees
1,Zallumay neeni laafa pattennaagee
1,Neeni miizza gidikko maataa ma
0,wurssettaa mooroppa xoossoo 
1,Wooqay bittaa uya ne siiriiyaara yo niyo ushshay
1,Wogaace Neeni nena milatennabaa oottiyogaa awude agganawu day bawu
0,Nuussi Xoossi wozana immo
1,neeni maaddiya asa gidakka 
0,issoy issuwaara siiqettitenne bonchchettite
0,Asati  yayyidosona
0,taishato saro gakkite intte biyosaa
